text,font_size,font_name,is_bold,is_italic,x0,x1,y0,y1,y_pos,text_alignment,line_spacing,page,is_uppercase,num_words,text_length,contains_colon_or_dot,is_numbered_heading,has_bullets_or_dashes,pdf_file
-social sciences,9.960000000000008,ArialMT,0,0,96.04039999999999,165.31319599999998,252.92917999999995,262.88917999999995,257.90917999999994,left,11.523719999999969,14,0,2,16,0,0,0,file03.pdf
-society and culture,9.960000000000008,ArialMT,0,0,96.04039999999999,180.42450800000003,241.40545999999995,251.36545999999996,246.38545999999997,left,11.523719999999997,14,0,3,20,0,0,0,file03.pdf
3. Educational tool-kits,9.960000000000008,ArialMT,0,0,96.04039999999999,193.691228,218.48749999999995,228.44749999999996,223.46749999999997,left,22.917959999999994,14,0,3,24,1,0,0,file03.pdf
"-guides to information gathering methodologies, information literacy",9.960000000000008,ArialMT,0,0,96.04039999999999,379.88346799999994,195.45001999999994,205.4100599999999,200.4300399999999,left,23.03744000000006,14,0,7,68,0,0,0,file03.pdf
-study guides,9.960000000000008,ArialMT,0,0,96.0404,154.891052,183.9263399999999,193.8863399999999,188.9063399999999,left,11.523719999999997,14,0,2,13,0,0,0,file03.pdf
-study skill development,9.960000000000008,ArialMT,0,0,96.0404,199.48994000000002,172.4026199999999,182.3626199999999,177.38261999999992,left,11.523719999999997,14,0,3,24,0,0,0,file03.pdf
-web-based curricula,9.960000000000008,ArialMT,0,0,96.0404,186.512088,160.8788999999999,170.8389,165.85889999999995,left,11.523719999999912,14,0,2,20,0,0,0,file03.pdf
-internet search guides,9.960000000000008,ArialMT,0,0,96.04241999999998,194.622516,149.47469999999998,159.4347,154.4547,left,11.404200000000003,14,0,3,23,0,0,0,file03.pdf
"4. Journals, books, maps, music etc.",9.960000000000008,ArialMT,0,0,96.04241999999998,251.83773599999998,126.43721999999997,136.39721999999998,131.41722,left,23.037480000000016,14,0,6,36,1,0,0,file03.pdf
RFP: To Develop the Ontario Digital Library Business Plan,7.560000000000002,Arial-BoldItalicMT,1,1,90.0406,284.2736320000001,49.52484,57.08484,53.30484,left,79.31237999999998,14,0,9,57,1,0,0,file03.pdf
March  2003,7.560000000000002,Arial-BoldItalicMT,1,1,296.7052960000001,340.93432000000007,49.52484,57.08484,53.30484,center,0.0,14,0,2,11,0,0,0,file03.pdf
14141414,9.0,Arial-BlackItalic,0,1,510.8775,524.6502,48.0961,58.167100000000005,53.131600000000006,right,1.082260000000005,14,0,1,8,0,0,0,file03.pdf
Parsippany -Troy Hills STEM Pathways,28.007216599999992,MUFUZY+Calibri-Bold,1,0,125.8207,562.1452114330497,726.62319585,754.63041245,740.62680415,left,,1,0,5,36,0,0,0,file04.pdf
Mission Statement:  To provide PTHSD high school students with the opportunity to,12.517254900000053,MUFUZY+Calibri,0,0,80.3275,514.2258446399999,685.8685093211,702.561058421,694.21478387105,left,52.06935402900001,1,0,12,81,1,0,0,file04.pdf
"concentrate their studies, beyond those required in high school, in the areas of science,",12.004800000000046,MUFUZY+Calibri,0,0,80.3275047,507.51711221999955,671.248736,683.253536,677.2511360000001,left,19.30752242099993,1,0,14,89,0,0,0,file04.pdf
"technology, engineering, and mathematics, and expose students to relevant real world",12.004800000000046,MUFUZY+Calibri,0,0,80.3275047,503.0405222999996,656.993036,668.997836,662.9954359999999,left,14.255700000000047,1,0,11,84,0,0,0,file04.pdf
"experiences through project work, conferences and presentations to enhance their high school",12.004800000000047,MUFUZY+Calibri,0,0,80.3275047,543.8028206999996,642.7373359999999,654.742136,648.739736,left,14.255700000000047,1,0,12,92,0,0,0,file04.pdf
experience.,12.004800000000046,MUFUZY+Calibri,0,0,80.3275047,139.54718309999998,628.4816359999999,640.4864359999999,634.4840359999998,left,14.255700000000047,1,0,1,11,1,0,0,file04.pdf
Goals:,14.011450200000013,MUFUZY+Sniglet-Regular,0,0,45.4123,82.1082880738,591.9174908922,605.9289410922,598.9232159922001,left,34.55749490779988,1,0,1,6,1,0,0,file04.pdf
"• Inspire keen interest in mathematics, science, engineering, and",11.508949800000096,MUFUZY+Calibri,0,0,41.3845,341.39988282844945,569.2216625499999,581.190970342,575.206316446,left,24.73797075020002,1,0,9,65,0,0,1,file04.pdf
"technology, develop strong scholarship in the subject and",11.508949800000096,MUFUZY+Calibri,0,0,45.4121204,315.1359139485992,555.7108625499999,567.21981235,561.4653374499999,left,13.97115799200003,1,0,8,57,0,0,0,file04.pdf
promote the enjoyment of these studies in high school.,11.508949800000096,MUFUZY+Calibri,0,0,45.4121204,303.2931470596502,542.2000625499999,553.70901235,547.9545374499999,left,13.510800000000017,1,0,9,54,1,0,0,file04.pdf
• Expose students to potential career opportunities in the field.,11.508949800000096,MUFUZY+Calibri,0,0,41.3845,334.77068170785014,528.69116255,540.660470342,534.675816446,left,13.048542007999913,1,0,10,65,1,0,1,file04.pdf
• Encourage students to pursue higher education and major in,11.508949800000096,MUFUZY+Calibri,0,0,41.3844008,332.75647137765026,515.1803625499999,527.149670342,521.165016446,left,13.510800000000017,1,0,10,60,0,0,1,file04.pdf
STEM careers.,11.508949800000039,MUFUZY+Calibri,0,0,45.4121204,111.05932943559921,501.66956254999997,513.17851235,507.42403745,left,13.97115799200003,1,0,2,13,1,0,0,file04.pdf
• Promote interactions with STEM professionals to learn about,11.508949799999982,MUFUZY+Calibri,0,0,39.68204,334.1039592567507,488.15876254999995,499.66771234999993,493.91323744999994,left,13.510800000000074,1,0,9,61,0,0,1,file04.pdf
future opportunities.,11.508949799999982,MUFUZY+Calibri,0,0,45.4121204,143.4109833518,474.64796254999993,486.15691234999997,480.40243745,left,13.51079999999996,1,0,2,21,1,0,0,file04.pdf
• Support field experiences connected to the world outside of,11.508949799999982,MUFUZY+Calibri,0,0,39.6821894,330.74352984199993,461.13716254999997,472.64611234999995,466.89163744999996,left,13.510800000000017,1,0,10,61,0,0,1,file04.pdf
the school building.,11.508949799999982,MUFUZY+Calibri,0,0,45.4122698,136.7703133124,447.62636254999995,459.13531234999994,453.38083744999994,left,13.510800000000017,1,0,3,20,1,0,0,file04.pdf
"• Signal to employers, universities, training programs, and",11.508949799999982,MUFUZY+Calibri,0,0,39.6821894,311.7998214890996,434.11556254999994,445.6245123499999,439.8700374499999,left,13.510800000000017,1,0,8,59,0,0,1,file04.pdf
military that a student has completed a comprehensive course,11.508949799999982,MUFUZY+Calibri,0,0,45.4122698,338.53392567654987,420.6047625499999,432.11371234999996,426.3592374499999,left,13.51079999999996,1,0,9,60,0,0,0,file04.pdf
of study in a specialized area.,11.508949799999982,MUFUZY+Calibri,0,0,45.412269800000004,181.7818389980996,407.09396254999996,418.60291234999994,412.84843744999995,left,13.510800000000017,1,0,6,31,1,0,0,file04.pdf
"• Cultivate transferable work habits such as perseverance, goal",11.508949799999982,MUFUZY+Calibri,0,0,39.682189400000006,334.5299973440998,393.58316254999994,405.0921123499999,399.33763744999993,left,13.510800000000017,1,0,9,63,0,0,1,file04.pdf
"setting, and self-direction.",11.508949799999982,MUFUZY+Calibri,0,0,45.412269800000004,167.1654089518502,380.0723625499999,391.58131234999996,385.82683744999997,left,13.51079999999996,1,0,3,28,1,0,0,file04.pdf
PATHWAY OPTIONS,15.308160000000044,MUFUZY+Sniglet-Regular,0,0,240.1787,365.13921008,334.76594176,350.07410176,342.42002176,center,41.50721058999994,1,1,2,15,0,0,0,file04.pdf
REGULAR PATHWAY,15.310199999999952,MUFUZY+Calibri-Bold,1,0,117.1803,242.09622179999997,308.93525000000005,324.24545,316.59035000000006,left,25.828651760000014,1,1,2,15,0,0,0,file04.pdf
4 credits of Math,11.00758350000001,MUFUZY+ArialMT,0,0,99.437,180.739011731,278.559207465,289.566790965,284.062999215,left,34.67865903500001,1,0,4,17,0,1,0,file04.pdf
4 credits of Science,11.00758350000001,MUFUZY+ArialMT,0,0,99.437,195.42312812,265.05020746499997,276.057790965,270.553999215,left,13.509000000000015,1,0,4,20,0,1,0,file04.pdf
4 credits of STEM-designated electives,11.007583499999981,MUFUZY+ArialMT,0,0,99.437,290.1874144715,251.54120746499999,262.54879096499997,257.04499921499996,left,13.509000000000015,1,0,5,38,0,1,0,file04.pdf
●,11.00758350000001,MUFUZY+ArialMT,0,0,74.7816,81.430180434,278.559207465,289.566790965,284.062999215,left,27.01800000000003,1,0,1,1,0,0,0,file04.pdf
●,11.00758350000001,MUFUZY+ArialMT,0,0,74.781574,81.430154434,265.05020746499997,276.057790965,270.553999215,left,13.509000000000015,1,0,1,1,0,0,0,file04.pdf
●,11.007583499999981,MUFUZY+ArialMT,0,0,74.781574,81.430154434,251.54120746499999,262.54879096499997,257.04499921499996,left,13.509000000000015,1,0,1,1,0,0,0,file04.pdf
● Maintain an overall 2.85 GPA,11.007583499999983,MUFUZY+ArialMT,0,0,74.781574,241.68796854774953,238.032207465,249.03979096499998,243.535999215,left,13.508999999999986,1,0,6,30,1,0,0,file04.pdf
●,11.007583499999981,MUFUZY+ArialMT,0,0,74.781574,81.430154434,224.523207465,235.530790965,230.026999215,left,13.508999999999986,1,0,1,1,0,0,0,file04.pdf
Participate in a minimum of 3 STEM,11.007583499999981,MUFUZY+ArialMT,0,0,99.437,277.9029512855,224.523207465,235.530790965,230.026999215,left,0.0,1,0,7,34,0,0,0,file04.pdf
presentations/conferences each year,11.007583499999981,MUFUZY+ArialMT,0,0,99.43775049999999,282.912152278,211.01420746500003,222.021790965,216.51799921500003,left,13.508999999999986,1,0,3,35,0,0,0,file04.pdf
with a required minimum total of 12,11.007583499999981,MUFUZY+ArialMT,0,0,99.43775049999999,273.66578213800005,197.50520746500004,208.51279096500002,203.00899921500002,left,13.508999999999986,1,0,7,35,0,0,0,file04.pdf
presentations/conferences throughout,11.007583499999981,MUFUZY+ArialMT,0,0,99.43775049999999,287.1941022595,183.99620746500005,195.00379096500004,189.49999921500006,left,13.508999999999986,1,0,2,36,0,0,0,file04.pdf
the 4 years. *,11.007583499999981,MUFUZY+ArialMT,0,0,99.43775049999999,164.2396587405,170.487207465,181.49479096500005,175.99099921500004,left,13.508999999999986,1,0,4,14,1,0,0,file04.pdf
Join and actively participate in a,11.007583499999981,MUFUZY+ArialMT,0,0,99.4377505,258.409271407,156.97820746500003,167.985790965,162.48199921500003,left,13.509000000000043,1,0,6,34,0,0,0,file04.pdf
STEM-related extracurricular activity or,11.007583499999981,MUFUZY+ArialMT,0,0,99.438501,292.59957625799996,143.46920746500004,154.47679096500002,148.97299921500002,left,13.508999999999986,1,0,4,40,0,0,0,file04.pdf
club every year of attendance. -,11.007583499999981,MUFUZY+ArialMT,0,0,99.438501,256.5717554625,129.96020746500005,140.96779096500003,135.46399921500006,left,13.508999999999986,1,0,6,32,1,0,0,file04.pdf
●,11.007583499999981,MUFUZY+ArialMT,0,0,74.78232450000002,81.43090493400001,156.97820746500003,167.985790965,162.48199921500003,left,27.017999999999972,1,0,1,1,0,0,0,file04.pdf
●,11.00758350000001,MUFUZY+ArialMT,0,0,320.7744,327.422980434,296.570507465,307.578090965,302.074299215,center,139.5923,1,0,1,1,0,0,0,file04.pdf
●,11.00758350000001,MUFUZY+ArialMT,0,0,320.7751245,327.423704934,269.55250746499996,280.560090965,275.05629921499997,center,27.01800000000003,1,0,1,1,0,0,0,file04.pdf
●,11.007583499999981,MUFUZY+ArialMT,0,0,320.7759245000001,327.4245049340001,229.02550746500003,240.033090965,234.52929921500004,center,40.52699999999996,1,0,1,1,0,0,0,file04.pdf
DISTINCTION PATHWAY,15.310199999999952,MUFUZY+Calibri-Bold,1,0,351.7227,499.4967504,308.93525000000005,324.24545,316.59035000000006,left,84.21235903499999,1,1,2,19,0,0,0,file04.pdf
4 credits of Math - At least one math,11.00758350000001,MUFUZY+ArialMT,0,0,345.4298,524.5231725374165,296.570507465,307.578090965,302.074299215,left,16.667359035000004,1,0,9,37,0,1,0,file04.pdf
course should be an AP Math class.,11.00758350000001,MUFUZY+ArialMT,0,0,345.4305505,520.1098930615,283.061507465,294.069090965,288.565299215,left,13.509000000000015,1,0,7,34,1,0,0,file04.pdf
4 credits of Science- At least one,11.00758350000001,MUFUZY+ArialMT,0,0,345.4305505,508.65098763041647,269.55250746499996,280.560090965,275.05629921499997,left,13.509000000000015,1,0,7,34,0,1,0,file04.pdf
science course should be an AP,11.00758350000001,MUFUZY+ArialMT,0,0,345.43130099999996,504.84295184850004,256.04350746499995,267.051090965,261.54729921499995,left,13.508999999999958,1,0,6,30,0,0,0,file04.pdf
Science class.,11.007583499999981,MUFUZY+ArialMT,0,0,345.43135050000006,415.74779389800005,242.53450746500002,253.542090965,248.038299215,left,13.509000000000015,1,0,2,14,1,0,0,file04.pdf
4 credits of STEM-designated electives,11.007583499999981,MUFUZY+ArialMT,0,0,345.43135050000006,539.2308656010001,229.02550746500003,240.033090965,234.52929921500004,left,13.508999999999986,1,0,5,38,0,1,0,file04.pdf
- One must be a Computer,11.007583499999983,MUFUZY+ArialMT,0,0,345.43210100000005,478.7009144345001,215.51650746500005,226.52409096500003,221.02029921500002,left,13.508999999999986,1,0,6,24,0,0,1,file04.pdf
Science/Technology Class,11.007583499999981,MUFUZY+ArialMT,0,0,345.43210100000005,473.8684514725,202.007507465,213.01509096500004,207.511299215,left,13.508999999999986,1,0,2,24,0,0,0,file04.pdf
● Maintain an overall 3.5 GPA,11.007583499999983,MUFUZY+ArialMT,0,0,320.7766245,484.0065522042505,188.49850746500002,199.506090965,194.002299215,left,13.509000000000043,1,0,6,29,1,0,0,file04.pdf
●,11.007583499999981,MUFUZY+ArialMT,0,0,320.7766245,327.425204934,174.98950746500003,185.997090965,180.49329921500004,center,13.508999999999986,1,0,1,1,0,0,0,file04.pdf
Participate in a minimum of 3 STEM,11.007583499999981,MUFUZY+ArialMT,0,0,345.4320505,523.8980017855,174.98950746500003,185.997090965,180.49329921500004,left,0.0,1,0,7,34,0,0,0,file04.pdf
presentations/conferences a year with a,11.007583499999981,MUFUZY+ArialMT,0,0,345.432801,542.9418717405,161.48050746500004,172.48809096500003,166.98429921500002,left,13.508999999999986,1,0,5,39,0,0,0,file04.pdf
required minimum total of 12,11.007583499999983,MUFUZY+ArialMT,0,0,345.432801,487.8819390735,147.97150746500006,158.97909096500004,153.47529921500006,left,13.508999999999986,1,0,5,28,0,0,0,file04.pdf
presentations/conferences throughout,11.007583499999981,MUFUZY+ArialMT,0,0,345.432801,533.1891527595,134.46250746500007,145.47009096500005,139.96629921500005,left,13.508999999999986,1,0,2,36,0,0,0,file04.pdf
the 4 years.,11.00758350000001,MUFUZY+ArialMT,0,0,345.432801,402.90339445349997,120.95350746500006,131.96109096500007,126.45729921500006,left,13.508999999999986,1,0,3,12,1,0,0,file04.pdf
Join and actively participate in a,11.007583499999996,MUFUZY+ArialMT,0,0,345.432801,504.404321907,107.44450746500006,118.45209096500005,112.94829921500005,left,13.509000000000015,1,0,6,34,0,0,0,file04.pdf
STEM-related extracurricular activity or,11.00758350000001,MUFUZY+ArialMT,0,0,345.43355149999996,538.5946267579999,93.93550746500006,104.94309096500007,99.43929921500006,left,13.508999999999986,1,0,4,40,0,0,0,file04.pdf
club every year of attendance.,11.007583499999996,MUFUZY+ArialMT,0,0,345.43355149999996,495.85218002749997,80.42650746500006,91.43409096500005,85.93029921500005,left,13.509000000000015,1,0,5,30,1,0,0,file04.pdf
Either participate in an internship or,11.00758350000001,MUFUZY+ArialMT,0,0,345.43355149999996,521.5108571659999,66.91750746500006,77.92509096500007,72.42129921500006,left,13.508999999999986,1,0,6,38,0,0,0,file04.pdf
design and implement a community,11.007583499999996,MUFUZY+ArialMT,0,0,345.43430199999995,521.5446304164999,53.408507465000056,64.41609096500005,58.912299215000054,left,13.509000000000015,1,0,5,32,0,0,0,file04.pdf
impact project.,11.007583500000003,MUFUZY+ArialMT,0,0,345.43430199999995,416.96157958299995,39.899507465000056,50.90709096500006,45.40329921500006,left,13.508999999999993,1,0,2,15,1,0,0,file04.pdf
●,11.007583499999996,MUFUZY+ArialMT,0,0,320.777375,327.425955434,107.44450746500006,118.45209096500005,112.94829921500005,center,67.54499999999999,1,0,1,1,0,0,0,file04.pdf
●,11.00758350000001,MUFUZY+ArialMT,0,0,320.7781255,327.426705934,66.91750746500006,77.92509096500007,72.42129921500006,center,40.52699999999999,1,0,1,1,0,0,0,file04.pdf
Elective Course Offerings,22.00561658858123,MUFUZY+Sniglet-Regular,0,0,182.11369754303124,428.15342421187995,722.0865670931462,744.0923934026,733.0894802478731,left,,2,0,3,25,0,0,0,file04.pdf
Science,12.004800000000046,MUFUZY+Calibri-Bold,1,0,69.6458,106.80065599999999,690.139,702.1438,696.1414,left,41.948593402599954,2,0,1,7,0,0,0,file04.pdf
Math,12.004800000000046,MUFUZY+Calibri-Bold,1,0,183.7672,210.65795200000002,690.139,702.1438,696.1414,left,0.0,2,0,1,4,0,0,0,file04.pdf
Computer Science/,12.004800000000046,MUFUZY+Calibri-Bold,1,0,270.336814,367.8037852,690.139,702.1438,696.1414,center,0.0,2,0,2,17,0,0,0,file04.pdf
Technology,12.004800000000046,MUFUZY+Calibri-Bold,1,0,289.7185636,345.75695599999995,675.8833,687.8881,681.8857,center,14.255700000000047,2,0,1,10,0,0,0,file04.pdf
Art,12.004800000000046,MUFUZY+Calibri-Bold,1,0,425.3007607999999,440.97902959999993,690.139,702.1438,696.1414,right,14.255700000000047,2,0,1,3,0,0,0,file04.pdf
Applied,12.004800000000046,MUFUZY+Calibri-Bold,1,0,509.6855011999999,550.8859748,690.139,702.1438,696.1414,right,0.0,2,0,1,7,0,0,0,file04.pdf
Technology/,12.004800000000046,MUFUZY+Calibri-Bold,1,0,498.3312112999999,562.2327605,675.8833,687.8881,681.8857,right,14.255700000000047,2,0,1,11,0,0,0,file04.pdf
Family Consumer,12.004800000000046,MUFUZY+Calibri-Bold,1,0,486.09231650000004,574.4356397,661.6275999999999,673.6324,667.6299999999999,right,14.255700000000047,2,0,2,15,0,0,0,file04.pdf
Science and Other,12.004800000000046,MUFUZY+Calibri-Bold,1,0,483.72136850000004,574.0935029000001,647.3718999999999,659.3766999999999,653.3743,right,14.255700000000047,2,0,3,17,0,0,0,file04.pdf
•,11.004650100000049,MUFUZY+ArialMT,0,0,36.32348090000005,40.17510843500005,627.5631771789998,638.5678272789999,633.0655022289998,left,20.808872721000057,2,0,1,1,0,0,0,file04.pdf
•,11.004650100000049,MUFUZY+ArialMT,0,0,36.32348090000005,40.17510843500005,614.0577771789998,625.0624272789998,619.5601022289998,left,13.505400000000009,2,0,1,1,0,0,0,file04.pdf
•,11.004650100000049,MUFUZY+ArialMT,0,0,36.32348090000005,40.17510843500005,600.5523771789998,611.5570272789998,606.0547022289998,left,13.505400000000009,2,0,1,1,0,0,0,file04.pdf
•,11.004650100000049,MUFUZY+ArialMT,0,0,36.32348090000005,40.17510843500005,587.0469771789998,598.0516272789998,592.5493022289997,left,13.505400000000009,2,0,1,1,0,0,0,file04.pdf
•,11.004650100000049,MUFUZY+ArialMT,0,0,36.32348090000005,40.17510843500005,573.5415771789998,584.5462272789998,579.0439022289997,left,13.505400000000009,2,0,1,1,0,0,0,file04.pdf
•,11.004650100000049,MUFUZY+ArialMT,0,0,36.3235109,40.175138435,546.530823479,557.535473579,552.0331485290001,left,27.010753699999782,2,0,1,1,0,0,0,file04.pdf
AP Biology,11.004650100000049,MUFUZY+Calibri,0,0,57.17957000000005,104.46655147970004,627.1229911749998,638.1276412749999,632.6253162249998,left,80.59216769599982,2,0,2,10,0,0,0,file04.pdf
AP Chemistry,11.004650100000049,MUFUZY+Calibri,0,0,57.17957000000005,116.82475153269984,613.6175911749998,624.6222412749999,619.1199162249998,left,13.505400000000009,2,0,2,12,0,0,0,file04.pdf
AP Physics C,11.004650100000049,MUFUZY+Calibri,0,0,57.17957000000005,111.96071819780003,600.1121911749998,611.1168412749998,605.6145162249998,left,13.505400000000009,2,0,3,12,0,0,0,file04.pdf
Forensics,11.004650100000049,MUFUZY+Calibri,0,0,57.17957000000005,98.59010134025034,586.6067911749998,597.6114412749998,592.1091162249998,left,13.505400000000009,2,0,1,9,0,0,0,file04.pdf
Honors Anatomy,11.004650100000049,MUFUZY+Calibri,0,0,57.17957000000005,134.57530716725034,573.1013911749998,584.1060412749998,578.6037162249997,left,13.505400000000009,2,0,2,14,0,0,0,file04.pdf
and Physiology,11.004650100000049,MUFUZY+Calibri,0,0,57.17957000000005,123.71377002679999,559.5959911749998,570.600687575,565.0983393749999,left,13.505353699999773,2,0,2,14,0,0,0,file04.pdf
AP Environmental,11.004650100000049,MUFUZY+Calibri,0,0,57.1796,139.1421899261996,546.090637475,557.095287575,551.5929625250001,left,13.505400000000009,2,0,2,16,0,0,0,file04.pdf
Science,11.004650100000049,MUFUZY+Calibri,0,0,57.1796,90.75478745509999,532.585237475,543.589887575,538.0875625250001,left,13.505400000000009,2,0,1,7,0,0,0,file04.pdf
• Marine Biology,11.004650100000049,MUFUZY+Calibri,0,0,36.3235109,124.69312836350001,519.079837475,530.524673579,524.8022555269999,left,13.065213996000011,2,0,3,16,0,0,1,file04.pdf
•,11.004650099999992,MUFUZY+ArialMT,0,0,36.3235109,40.175138435,506.014623479,517.019273579,511.51694852900005,left,13.505400000000009,2,0,1,1,0,0,0,file04.pdf
•,11.004650099999992,MUFUZY+ArialMT,0,0,36.3235109,40.175138435,492.509223479,503.513873579,498.01154852900004,left,13.505400000000009,2,0,1,1,0,0,0,file04.pdf
•,11.004650099999992,MUFUZY+ArialMT,0,0,36.3235109,40.175138435,479.003823479,490.008473579,484.50614852900003,left,13.505400000000009,2,0,1,1,0,0,0,file04.pdf
•,11.004650099999992,MUFUZY+ArialMT,0,0,36.3235109,40.175138435,465.498423479,476.503073579,471.000748529,left,13.505400000000009,2,0,1,1,0,0,0,file04.pdf
• MythBusting: The,11.004650099999992,MUFUZY+Calibri,0,0,36.3235109,138.6470026809998,451.552837475,462.997673579,457.275255527,left,13.505400000000009,2,0,3,18,1,0,1,file04.pdf
Organic Chemistry,11.004650099999992,MUFUZY+Calibri,0,0,57.1796,138.94418325695034,505.574437475,516.579087575,511.07676252500005,left,53.58141399600004,2,0,2,17,0,0,0,file04.pdf
Genetics,11.004650099999992,MUFUZY+Calibri,0,0,57.1796,95.91599036130019,492.069037475,503.073687575,497.57136252500004,left,13.505400000000009,2,0,1,8,0,0,0,file04.pdf
Astronomy,11.004650099999992,MUFUZY+Calibri,0,0,57.1796,105.98523419815008,478.563637475,489.568287575,484.06596252500003,left,13.505400000000009,2,0,1,9,0,0,0,file04.pdf
Bioethics,11.004650099999992,MUFUZY+Calibri,0,0,57.1796,97.80879017850019,465.058237475,476.062887575,470.560562525,left,13.505400000000009,2,0,1,9,0,0,0,file04.pdf
Science of,11.004650099999992,MUFUZY+Calibri,0,0,57.1796,104.88475818350001,438.047437475,449.052087575,443.549762525,left,27.010800000000017,2,0,2,10,0,0,0,file04.pdf
Literature and,11.004650099999992,MUFUZY+Calibri,0,0,57.1796,122.5472393513501,424.542037475,435.54668757499996,430.044362525,left,13.505400000000009,2,0,2,14,0,0,0,file04.pdf
Films,11.004650099999992,MUFUZY+Calibri,0,0,57.17959999999999,80.35539311059999,411.03663747499996,422.04128757499996,416.538962525,left,13.505400000000009,2,0,1,5,0,0,0,file04.pdf
•,10.003749900000003,MUFUZY+ArialMT,0,0,156.32499229999996,159.82630476499997,628.7315456209999,638.7352955209999,633.7334205709999,left,216.69400794599994,2,0,1,1,0,0,0,file04.pdf
•,10.003749900000003,MUFUZY+ArialMT,0,0,156.3231953,159.82450776500002,616.730312521,626.734062421,621.732187471,left,12.001233099999922,2,0,1,1,0,0,0,file04.pdf
•,10.003749900000003,MUFUZY+ArialMT,0,0,156.3231953,159.82450776500002,604.725712521,614.729462421,609.727587471,left,12.004599999999982,2,0,1,1,0,0,0,file04.pdf
•,10.003749900000003,MUFUZY+ArialMT,0,0,156.3231953,159.82450776500002,592.721212521,602.724962421,597.723087471,left,12.004500000000007,2,0,1,1,0,0,0,file04.pdf
•,10.003749900000003,MUFUZY+ArialMT,0,0,156.32244500000002,159.82375746500003,544.7020125209998,554.7057624209998,549.7038874709998,left,48.01920000000018,2,0,1,1,0,0,0,file04.pdf
•,10.003749900000003,MUFUZY+ArialMT,0,0,156.3231953,159.82450776500002,532.698612521,542.702362421,537.700487471,left,12.003399999999829,2,0,1,1,0,0,0,file04.pdf
•,10.00374990000006,MUFUZY+ArialMT,0,0,156.3224499,159.82376236500002,508.68901252099994,518.692762421,513.690887471,left,24.009599999999978,2,0,1,1,0,0,0,file04.pdf
•,10.003749900000003,MUFUZY+ArialMT,0,0,156.3224499,159.82376236500002,496.68421252099995,506.68796242099995,501.68608747099995,left,12.004800000000046,2,0,1,1,0,0,0,file04.pdf
•,10.003749900000003,MUFUZY+ArialMT,0,0,156.32169960000002,159.82301206500003,472.674612521,482.678362421,477.676487471,left,24.009599999999978,2,0,1,1,0,0,0,file04.pdf
•,10.003749900000003,MUFUZY+ArialMT,0,0,156.32169960000002,159.82301206500003,460.669812521,470.673562421,465.671687471,left,12.004799999999989,2,0,1,1,0,0,0,file04.pdf
•,10.003749900000003,MUFUZY+ArialMT,0,0,156.32094930000002,159.82226176500004,436.660212521,446.663962421,441.662087471,left,24.009599999999978,2,0,1,1,0,0,0,file04.pdf
+AP Calculus,9.725867958333339,MUFUZY+ArialMT,0,0,177.8315,235.99044320750002,628.735112521,639.855941614,634.2955270675,left,193.191979193,2,0,2,12,0,0,0,file04.pdf
+AP Statistics,9.765565378571434,MUFUZY+ArialMT,0,0,177.8315,237.62105444120002,616.730512521,627.851441614,622.2909770675001,left,12.004500000000007,2,0,2,14,0,0,0,file04.pdf
+Calculus,9.63324064444445,MUFUZY+ArialMT,0,0,177.8315,220.0744771166,604.726012521,615.846841614,610.2864270675,left,12.004599999999982,2,0,1,9,0,0,0,file04.pdf
"Probability,",10.003749900000003,MUFUZY+ArialMT,0,0,177.8312951,229.31062209664972,592.721212521,602.724962421,597.723087471,left,13.12187919300004,2,0,1,12,0,0,0,file04.pdf
"Statistics,",10.003749900000003,MUFUZY+ArialMT,0,0,177.8305448,223.35761059490002,580.7164125209999,590.7201624209999,585.7182874709999,left,12.004800000000046,2,0,1,11,0,0,0,file04.pdf
and Discrete,10.003749900000003,MUFUZY+ArialMT,0,0,177.8305448,236.73262421120003,568.7116125209999,578.7153624209999,573.7134874709999,left,12.004800000000046,2,0,2,12,0,0,0,file04.pdf
Math,10.003749900000003,MUFUZY+ArialMT,0,0,177.8305448,200.05887707780002,556.7068125209998,566.7105624209998,561.7086874709998,left,12.004800000000046,2,0,1,4,0,0,0,file04.pdf
+Precalculus,9.725867958333339,MUFUZY+ArialMT,0,0,177.8315,233.4094757333,544.703412521,555.824241614,550.2638270675,left,10.886320806999834,2,0,1,12,0,0,0,file04.pdf
Algebra 3 &,10.003749900000003,MUFUZY+ArialMT,0,0,177.8312951,232.8319120502,532.698612521,542.702362421,537.700487471,left,13.12187919300004,2,0,3,11,0,0,0,file04.pdf
Trigonometry,10.003749900000003,MUFUZY+ArialMT,0,0,177.8305448,236.36263367220002,520.6938125209999,530.6975624209999,525.6956874709999,left,12.004800000000046,2,0,1,12,0,0,0,file04.pdf
Applied Math,10.00374990000006,MUFUZY+ArialMT,0,0,177.8305497,236.1824228667,508.68901252099994,518.692762421,513.690887471,left,12.004799999999932,2,0,2,12,0,0,0,file04.pdf
Honors,10.003749900000003,MUFUZY+ArialMT,0,0,177.8305497,212.84367435000001,496.68421252099995,506.68796242099995,501.68608747099995,left,12.004800000000046,2,0,1,6,0,0,0,file04.pdf
Accounting 1,10.003749900000003,MUFUZY+ArialMT,0,0,177.8297994,235.63146632220003,484.67941252099996,494.68316242099996,489.68128747099996,left,12.004799999999989,2,0,2,12,0,0,0,file04.pdf
